BICAN label,BICAN UUID,Aliases,Code,Description,Ontology ID
207/#/Phenylethylmalonamide (PEMA)/#/|,9a1db754-ec07-4fff-929a-0cb4f1138e87,,207,,
208/#/Phenylpropanolamine/#/|,d808660d-8727-46c7-8439-4801ce6c20b1,,208,,
209/#/Phenyltoloxamine/#/|,82ee306f-516e-4e83-915d-9bb2ea365c72,,209,,
210/#/Phenytoin/#/|,40e003db-662d-4edd-9aa4-90d1680a01ea,,210,,
211/#/Primidone/#/|,8b49c454-4a7c-4ec1-a758-bdcef9bb0102,,211,,
212/#/Procainamide/#/|,76bf2f40-dd5b-4635-a468-100c49cca3d8,,212,,
213/#/Prochlorperazine/#/|,15ca00a5-8b04-4fbf-9fdd-72d098e11a16,,213,,
214/#/Promazine/#/|,55e6d137-a51a-4e1e-92d8-02c7049bef93,,214,,
215/#/Promethazine/#/|,f1801537-2dbf-40fc-a105-3371b0f91613,,215,,
216/#/Propofol/#/|,2c717c7e-d88c-4636-b14a-d3adc4a6ba1f,,216,,
217/#/Propoxyphene/#/|,cd99f7db-5322-480d-b6a9-0204173dad3d,,217,,
218/#/Protriptyline/#/|,c1894351-aacb-4e5e-ae6d-92b87ae00c82,,218,,
219/#/Pseudoephedrine/#/|,d23f80f4-933e-4c64-833b-b9342c3bac77,,219,,
220/#/Psilocin/#/|,4f5134b0-2db3-475e-b771-954fd556da58,,220,,
221/#/Pyrilamine/#/|,26d06bdf-bc0d-4922-a59b-1479885fb75e,,221,,
222/#/Quetiapine/#/|,e85351d5-0984-4edb-9322-4a1c68f42c90,,222,,
223/#/Quinidine/#/|,da9c4283-04ab-4e4b-b220-1624cc1bb157,,223,,
224/#/Quinine/#/|,43702f04-ac3d-44a8-a11d-068493a058b6,,224,,
225/#/Risperidone/#/|,b5f7e30f-b2ac-43f2-b45d-c9ffa64ecbf6,,225,,
226/#/Rufinamide/#/|,55a1261c-63c6-48bf-be44-e95cb17f2767,,226,,
227/#/Salicylates/#/|,ae5d5d0a-0627-454a-9e3b-be80803b7a83,,227,,
228/#/Scope Statement/#/|,2a816962-be21-48e8-ab7b-3644978c1444,,228,,
229/#/Secobarbital/#/|,92b211f6-7f53-4515-8e5e-9c5ead37263e,,229,,
230/#/Sertraline/#/|,8f43aebc-407a-4485-964a-13d3a7d22d9b,,230,,
231/#/Sildenafil/#/|,c498c23f-038b-49b9-8abf-53b7fdcd474c,,231,,
232/#/Strychnine/#/|,3bce1455-6822-4c3a-8657-8c728d8c3af7,,232,,
233/#/Sufentanil/#/|,dfe30446-37e5-4b4a-a498-226be5b36fd5,,233,,
234/#/Tadalafil/#/|,0ba808a6-adff-4ebb-91e1-b7cc10585919,,234,,
235/#/Tapentadol/#/|,5b5ec8c3-267d-4309-a47c-4f17f2869761,,235,,
236/#/Temazepam/#/|,e5655b7e-585a-40ef-b901-0cda8415091c,,236,,
237/#/Tetrahydrozoline/#/|,be978d1f-5923-4055-b348-7c414be82ed2,,237,,
238/#/Theobromine/#/|,0ff3fe10-4bf5-4844-a6f5-395f6c168795,,238,,
239/#/Theophylline/#/|,2d14843a-f63f-420b-862d-1b17b7a07557,,239,,
240/#/Thioridazine/#/|,7d6c2e25-79d9-4589-8a1b-5c47e45b88ae,,240,,
241/#/Thiothixene/#/|,d7593a39-9063-442c-9ae4-98a9a792d2b5,,241,,
242/#/Ticlopidine/#/|,d8603331-36fe-4b7e-815f-c703a56ec105,,242,,
243/#/Topiramate/#/|,18000c0a-4991-4106-b09a-8d72484d1075,,243,,
244/#/Topiramate Breakdown Product/#/|,7fc6c0db-cc7c-4cc8-9458-79ce427c2161,,244,,
245/#/Tramadol/#/|,2fcc0664-29a7-4d37-b954-b763c88fbd4d,,245,,
246/#/Tramadol Metabolite/#/|,78129803-2af5-4347-a066-b9339e6df8a8,,246,,
247/#/Trazodone/#/|,fb9f79c8-4b92-4093-b988-639a299eddcc,,247,,
248/#/Triazolam/#/|,49c14442-890a-45ba-8861-de38426a2ad7,,248,,
249/#/Trifluoperazine/#/|,c6ac2b5a-5367-4618-92fd-78c343517d15,,249,,
250/#/Trimethoprim/#/|,b4af75e1-b227-4b07-8d9a-985f8459a93d,,250,,
251/#/Trimipramine/#/|,c6fc8b75-f50a-411b-bd78-1afd82cd7e5b,,251,,
252/#/Triprolidine/#/|,b80004ff-5869-4969-896a-89bc15b13f0b,,252,,
253/#/U-47700/#/|,6e54c513-5e78-4f32-82cc-c5d6bb5aa552,,253,,
254/#/Valerylfentanyl/#/|,c555641d-ce0d-4207-bce5-f1a199e1c53a,,254,,
255/#/Vardenafil/#/|,a9415ba0-6dea-4e9a-b875-1fdf73fbe9f8,,255,,
256/#/Venlafaxine/#/|,826277fb-d664-4c2c-9347-efe6448518cb,,256,,
257/#/Venlafaxine Metabolite/#/|,1930d32c-7d7e-4058-b251-967935a2cd45,,257,,
258/#/Verapamil/#/|,4d262bcd-a4b6-468b-8077-25687b7559b4,,258,,
259/#/Warfarin/#/|,e05b71e7-723c-43c6-8a49-fe91ac75cdb0,,259,,
260/#/Xylazine/#/|,f45d32a3-189a-4912-b4a6-570eb182b5c1,,260,,
261/#/Yohimbine/#/|,ba152415-10d6-4739-8d7d-932d3e4274d5,,261,,
262/#/Zaleplon/#/|,c3c95a47-2fe7-4594-a46e-2a35ae576e3e,,262,,
263/#/Ziprasidone/#/|,b5525ae8-744c-4fb9-adfe-5f66d111e0e4,,263,,
264/#/Zolpidem/#/|,62aacc2b-da7f-4fb9-b939-140c6b1eef26,,264,,
265/#/Zonisamide/#/|,3bb28ab8-a1aa-4805-90ac-066ae2bfd8ef,,265,,
266/#/alpha-PVP/#/|,98c06f7e-9fed-44e3-834a-54fe56c9ecf6,,266,,
267/#/cis-3-Methylfentanyl/#/|,564bf8da-095b-43b0-8f27-28d7bddd7058,,267,,
268/#/mCPP/#/|,71c4626f-6e2f-464a-a235-142491688a6a,,268,,
269/#/para-Fluoroisobutyrylfentanyl/#/|,b24f8219-e52a-45d1-81bb-6b06dcadf13e,,269,,
270/#/trans-3-Methylfentanyl/#/|,6a98b26d-5c99-4150-a1f0-1eed106e50d6,,270,,
"271/#/Other findings, specify/#/",8ba92891-301d-4a74-abcb-01dc475dd440,,271,,
