BICAN label,BICAN UUID,Aliases,Code,Description,Ontology ID
nap,619c4a71-404f-4c38-8ebf-ee2e312dbd18,,,Neapolitan,
nau,dd241478-2ca7-4897-8f5b-dca1e5751075,,,Nauru,
nav,59f81cee-8038-490b-b421-42dcebc342aa,,,Navajo; Navaho,
nbl,067d1f5c-1010-4684-a482-7452f97a028e,,,"Ndebele, South; South Ndebele",
nde,79c9b2b2-dc70-473f-876d-7a4ee4ab9fb1,,,"Ndebele, North; North Ndebele",
ndo,ba2986ef-8b5c-4adb-bd24-c1ada993484d,,,Ndonga,
nds,58b13965-2ab6-487f-b158-c926a751a58e,,,"Low German; Low Saxon; German, Low; Saxon, Low",
nep,1da4108f-84b5-4cea-892b-a7fa99cdda55,,,Nepali,
new,a9b262dc-9145-4050-8d4b-15bc683c8715,,,Nepal Bhasa; Newari,
nia,f36827d1-ff93-47e3-8390-8781ef175d6e,,,Nias,
nic,2eb3e102-8fc0-444b-859a-cdbc80aaf0c3,,,Niger-Kordofanian languages,
niu,9816fa1e-f51c-4d7e-b68a-c0e6cf280bd6,,,Niuean,
dut (B),91826ea7-d4a6-4022-be6e-461fa6c44ca6,,,Dutch; Flemish,
nld (T),0e29cd1b-2f8c-4ac0-86f2-91357d4647d0,,,,
nno,bae8ee2e-176c-44b9-8d2b-34d9a36cdb18,,,"Norwegian Nynorsk; Nynorsk, Norwegian",
nob,7cb75653-4bdc-419c-baa7-d916da65a2c7,,,"Bokmål, Norwegian; Norwegian Bokmål",
nog,cc757d1a-ba47-433f-b9cb-e1dc08f1b296,,,Nogai,
non,030bff34-6c1c-4a68-8744-1a6dbf16b643,,,"Norse, Old",
nor,2a38ae04-c9b5-4bcd-94cd-b3b6319f0257,,,Norwegian,
nqo,06173cf4-4848-4d52-b32e-dc3e3a197200,,,N'Ko,
nso,0e31ca97-4efb-4a22-ad70-9fa19eb02c7b,,,Pedi; Sepedi; Northern Sotho,
nub,8e6fbc2b-dc12-4ab9-9483-5f1b90652408,,,Nubian languages,
nwc,33b1c08e-d09a-4350-ae26-cec3db942d58,,,Classical Newari; Old Newari; Classical Nepal Bhasa,
nya,d85c3d9b-052d-4a0d-ab07-cb32361f4958,,,Chichewa; Chewa; Nyanja,
nym,6f814135-46c5-41a7-b262-88439493bf61,,,Nyamwezi,
nyn,b3d90baf-69e0-4ddf-b907-f551b6874ea8,,,Nyankole,
nyo,ede5c09f-5cf1-4f1c-b852-0db89f5a9231,,,Nyoro,
nzi,e8b812fd-f17c-4a97-b6da-bab6a87c86ba,,,Nzima,
oci,b49c0ba1-0ba0-4e55-9518-8c74155c4c1b,,,Occitan (post 1500),
oji,d748907d-a846-4652-86bd-d50e5d6cfdfb,,,Ojibwa,
ori,02f6953c-94bf-4716-8fe7-a1143a6dc5f8,,,Oriya,
orm,11974229-5640-4183-8c4d-db3eee98bcd7,,,Oromo,
osa,773eb971-66c9-4c0b-bd59-c6845b89baf6,,,Osage,
oss,3a49b23e-4bb5-486b-8f6d-7d1a8644317b,,,Ossetian; Ossetic,
ota,07907669-6612-4059-9e13-10169e8142d4,,,"Turkish, Ottoman (1500-1928)",
oto,8abaf5b0-5682-47c3-a994-cb8b37bb7032,,,Otomian languages,
paa,ef38730d-4f75-4fd4-a28c-8206ba2b69f7,,,Papuan languages,
pag,e39a6c45-4f38-486e-97cd-9ad4286e3755,,,Pangasinan,
pal,bf6c8818-52e5-4648-b888-c4e6ddfad457,,,Pahlavi,
pam,216793a3-18cb-4d9d-9d50-53ce59962b32,,,Pampanga; Kapampangan,
pan,62a900af-d227-4873-a398-7775740393f4,,,Panjabi; Punjabi,
pap,f7df2fb5-67f2-45d6-a6ea-93ee5c5d29b1,,,Papiamento,
pau,d91a50e9-8447-4bb8-8391-bfcd60b1173c,,,Palauan,
peo,d0fdc2ae-441f-4352-832d-0493d4fbe14d,,,"Persian, Old (ca.600-400 B.C.)",
per (B),33f9d862-e315-470a-88cd-fa480a250b49,,,Persian,
fas (T),7dce55af-e705-4cc6-b83a-ab0eaddb3592,,,,
phi,0f7b8b3b-d0ef-4812-a209-b65fdbd30e8b,,,Philippine languages,
phn,67a49436-f88d-438f-9b20-ff3b29120736,,,Phoenician,
pli,b52b6794-1d2e-4319-a007-c32351883299,,,Pali,
pol,134bfb70-8473-4d8e-8df2-0c1243ab8dd4,,,Polish,
pon,2258fbc8-b59f-4ba9-8741-05294e0038c6,,,Pohnpeian,
por,f1dbd090-b2e4-48a2-ba51-867c48a20773,,,Portuguese,
pra,c276257c-0123-4f6f-a290-afbf5af553fa,,,Prakrit languages,
pro,891724d5-1f1c-47fd-b966-4ee02d15b984,,,"Provençal, Old (to 1500);Occitan, Old (to 1500)",
pus,b6efbf08-a8f6-4794-8bbd-928fb668b49d,,,Pushto; Pashto,
qaa-qtz,7df23141-cd18-4f65-a2c5-835cf3749643,,,Reserved for local use,
que,e04eafe0-855b-4678-ab29-77c8fd9a443d,,,Quechua,
raj,092eed03-ed39-45d0-b110-0aafce9f3ee7,,,Rajasthani,
rap,a76945c8-3db0-4237-9278-8bc823fb0ba3,,,Rapanui,
rar,85aea465-fd52-4a16-b20d-1264d911a7f4,,,Rarotongan; Cook Islands Maori,
roa,c6e37fa9-3af8-4afe-ab8a-480e1312cd05,,,Romance languages,
roh,320cbbb3-42a6-4ddd-9110-393553a39c83,,,Romansh,
rom,0c48d784-ad2e-4cdc-bcce-93cb9069e191,,,Romany,
rum (B),1bad674e-6858-479d-8429-572915c542f3,,,Romanian; Moldavian; Moldovan,
ron (T),1147ee1f-5d1c-41a1-a9f3-8ea1d9bce19a,,,,
rum (B),8e898a0c-55cd-4da0-b623-adbcc4774244,,,Romanian; Moldavian; Moldovan,
ron (T),8921a1fe-7a32-4dba-9927-6b8642454658,,,,
run,6e1dd7b2-d520-4c0b-b71f-07541d91765f,,,Rundi,
rup,878777cc-7235-467a-84fd-035702912afd,,,Aromanian; Arumanian; Macedo-Romanian,
rus,72174f70-9d59-43d8-9249-1ca4d8404912,,,Russian,
sad,d5548ca6-f653-4d88-b547-563d8366612d,,,Sandawe,
sag,823091ab-ed9b-4e75-8de5-1dfac5cc2afc,,,Sango,
sah,54310bbf-fc17-4ff2-9a3c-9c288a8603ed,,,Yakut,
sai,4f61467f-14bd-4f1d-8a3e-cde0a7cbfc10,,,South American Indian languages,
sal,b8b31e6c-86df-412b-bbaf-b4ac2d327d60,,,Salishan languages,
sam,5d774547-4173-420d-8d74-894e0fa90546,,,Samaritan Aramaic,
san,364cdcf9-4632-45f5-82bb-c1abab9d0165,,,Sanskrit,
sas,a877c992-4cf2-46c6-a30e-3a2eab484cee,,,Sasak,
sat,08d560ed-4bc7-40ef-98d5-712047e7eef4,,,Santali,
scn,3142f61e-ee88-4db3-8208-88ae9f590e5c,,,Sicilian,
sco,ae2e5c4d-22c2-459a-bc87-175873f59bb5,,,Scots,
sel,04dd6576-647e-4e0a-82de-950e29010ac3,,,Selkup,
sem,b6575c08-ad3a-4e74-ae46-88f14e3b413f,,,Semitic languages,
sga,21897a47-04db-4b17-8441-ca04b3c1926a,,,"Irish, Old (to 900)",
sgn,4752b128-0cda-4b4f-984d-3910edb514b8,,,Sign Languages,
shn,9cfe7da5-fd83-4574-bce6-c41c6cc90c72,,,Shan,
sid,931f6281-550f-4e44-a129-d32876ac4796,,,Sidamo,
sin,40a36adb-b9e7-47ba-8d7b-753038485c56,,,Sinhala; Sinhalese,
sio,6f84ccf2-a3f5-426e-bdab-32843c4ad762,,,Siouan languages,
sit,76d1c544-7112-4e4a-baca-04cc6db6d709,,,Sino-Tibetan languages,
sla,cb4adef4-bb19-4cf7-8497-9c593c8b5594,,,Slavic languages,
slo (B),4cf9cf1f-e99f-4266-96e9-c9b5b50facdf,,,Slovak,
slk (T),fd9e0ae3-d724-49d8-81fc-ec391a4eff00,,,,
slo (B),6cbebeb9-5090-4f55-b957-c0233d69ddad,,,Slovak,
slk (T),e2c3b5e0-6825-4e7f-bbbc-7dba9c9e5f6d,,,,
slv,a88dfd2c-aed3-4519-926f-0cdef59d0261,,,Slovenian,
sma,aa608643-96ec-49b7-a69d-3b882bafcd80,,,Southern Sami,
sme,d81b5eda-196f-4245-9689-7644e6b36ca5,,,Northern Sami,
smi,f8a90d12-2e5b-4664-bae4-1a9f2fe2dc45,,,Sami languages,
smj,d7ae0ffa-a6b8-49e0-9f57-06c01cc6b9d7,,,Lule Sami,
smn,3fe596ff-74c4-4c49-840c-ff244b23292d,,,Inari Sami,
smo,d655a3bf-60f0-4009-8b15-8f1f5673d1e1,,,Samoan,
sms,4d631c5a-d5dd-4121-9096-1ddf7c7d476c,,,Skolt Sami,
sna,3d4ee2df-3afd-4f93-b4eb-2018b130e991,,,Shona,
snd,9e3fa899-0c44-40f4-ac99-aff93c64ad10,,,Sindhi,
snk,744ab819-0fec-4675-8c95-025690806701,,,Soninke,
sog,67485916-ef72-47f2-b999-695032477e62,,,Sogdian,
som,335ab21c-889b-4601-8b9b-f781afb1817f,,,Somali,
son,2c729a4a-61cb-40fc-84d7-468f92c02970,,,Songhai languages,
sot,6bf3ecd3-6c34-4f44-be2e-8eb3c24093f6,,,"Sotho, Southern",
spa,5a6619c6-bb3c-464f-8d02-a7fc6d3d4ded,,,Spanish; Castilian,
alb (B),9bda8f65-c0e8-4d38-8fb3-e9cd5b467285,,,Albanian,
sqi (T),1772d296-5b96-4ae4-813c-6ba2b51e32cc,,,,
srd,284e34ce-c531-4ae0-9c71-a3a637135777,,,Sardinian,
srn,f6241893-ebab-4f59-8914-39bb5932aa2f,,,Sranan Tongo,
srp,c23147c1-325f-4f6f-bd27-8f0aa28e8b6c,,,Serbian,
srr,9ebd8598-e5e7-44c6-b7d7-9fb68c2c1172,,,Serer,
ssa,8ea093f5-61bb-4281-8a38-75ef728ff290,,,Nilo-Saharan languages,
ssw,7badff49-a493-4595-a44f-43d4c898ef50,,,Swati,
suk,7f034a18-5a44-4301-ba7e-2e210fe9c029,,,Sukuma,
sun,ab503369-bb0e-4ae2-9722-29b85863d493,,,Sundanese,
sus,e9f5a83b-6997-4469-9032-528d19d4e628,,,Susu,
sux,d522750e-af28-4fe5-b665-5db42848ea75,,,Sumerian,
swa,8a4142fe-b292-4b11-afeb-05d6f4d7a7c6,,,Swahili,
swe,79295f40-22d0-49dc-ba14-55e83e4a4469,,,Swedish,
syc,97a5cdc3-2488-4752-b52d-39bf0b71fb81,,,Classical Syriac,
syr,5de64d04-c9ac-4981-b736-13ceaad3db54,,,Syriac,
tah,550fa6a8-80e7-407c-a8cf-9f92de5b7d7c,,,Tahitian,
tai,32d112ea-0bcf-4efe-813d-055d453b1040,,,Tai languages,
tam,7d479f27-f9bc-4a67-bd7e-a4b8f55ad0a5,,,Tamil,
tat,d03e03b3-427b-4209-887e-37c26cb53d29,,,Tatar,
tel,d78ffee3-233b-4fe0-b58b-668c3e97ebfc,,,Telugu,
tem,a85c65ae-7924-4796-a9c4-9dc61be7ba2f,,,Timne,
ter,351a6565-65cd-49ee-884e-9ef249cc2abb,,,Tereno,
tet,351cbac4-b6f1-4b6b-bbc0-651e819118f0,,,Tetum,
tgk,18542932-bdd0-4226-b6b7-c6f218b07d8c,,,Tajik,
tgl,1ec064ba-87fe-4d44-8a96-601ccbf98352,,,Tagalog,
tha,e1a3bd7b-2299-4e95-adb5-a53b8a423a7a,,,Thai,
tib (B),c434311c-e69c-4c68-aecd-64eeb9ad8358,,,Tibetan,
bod (T),e0bbc6b8-91ae-4652-a9cd-42e16988e006,,,,
tig,44776d0a-fb25-405a-b15d-3d4f856f38bc,,,Tigre,
tir,9116f8d0-a761-45b8-ad9f-7330df44242e,,,Tigrinya,
tiv,07b2e2c7-3bb1-47a2-ade9-595feb552fb5,,,Tiv,
tkl,24f464cb-edba-4dc4-bfa9-3d95037504c7,,,Tokelau,
tlh,3920e98f-2bee-495b-b4fe-65536761fb13,,,Klingon; tlhIngan-Hol,
tli,ea874009-87a2-42b5-9740-ec98269e1e75,,,Tlingit,
tmh,3ec6fabc-e3cd-4fb0-807b-7193600f9563,,,Tamashek,
tog,0f113014-6608-47ea-bec7-e20edd1d81e1,,,Tonga (Nyasa),
ton,a08b5da6-03cb-411a-8a55-3c90d25c680e,,,Tonga (Tonga Islands),
tpi,67986030-79fa-4e1c-913a-4e862846a2e3,,,Tok Pisin,
tsi,27b69661-41de-429f-bf0b-d6438c6d4a2d,,,Tsimshian,
tsn,ae0d4700-c48e-4239-b3a8-c24ad12ba8b6,,,Tswana,
tso,259199b9-ed18-41e6-b371-c9d67db1a78a,,,Tsonga,
tuk,f60f79da-ae05-48b0-a333-01ff4a92d580,,,Turkmen,
tum,a0a526e6-e6d0-42a2-b2f4-f063c6c826cf,,,Tumbuka,
tup,df7e428b-e3d6-4075-8db6-97a23b364bbb,,,Tupi languages,
tur,e6688810-7d64-4f0b-9278-809d4e3e48f0,,,Turkish,
tut,07ad4b2b-25fc-4b47-926f-67782223f2ee,,,Altaic languages,
tvl,1145c194-914a-412d-8bb8-e4ccc7bca2f5,,,Tuvalu,
twi,e27b4f43-f1b3-466e-bc84-371e671f3395,,,Twi,
tyv,2715e700-4f3f-4871-a3f4-d5859637fca9,,,Tuvinian,
udm,8d5c9586-af46-44bc-8e83-38e6264f5a83,,,Udmurt,
uga,34e01d9c-eef4-4e5f-a116-c60a76263894,,,Ugaritic,
uig,01eb58d6-e680-4ee9-b7cd-f69fd251f33f,,,Uighur; Uyghur,
ukr,9495c95d-155e-47a3-875b-b4098a70733e,,,Ukrainian,
umb,5a65eba0-8f94-446d-910f-dda7a25864c2,,,Umbundu,
und,1ef32d3a-f913-4e3f-a95a-46aba80a0162,,,Undetermined,
urd,2e1d4c7b-cab6-4139-a2b7-09c9babefee2,,,Urdu,
uzb,fcb00043-8802-4968-8ee6-b176ab578a9b,,,Uzbek,
vai,8ce8fbfe-f268-4441-a5df-0875b3cd0907,,,Vai,
ven,071e84ed-b493-4b80-af4d-ba6ae0ccb2eb,,,Venda,
vie,b36301fb-020c-4c19-bf09-64de2bf83167,,,Vietnamese,
vol,7ab78212-2b91-4489-8588-acc5620208f1,,,Volapük,
vot,cf083375-747a-4b6f-aadb-3623e99ea794,,,Votic,
wak,1602ce50-8592-4e42-be4a-c72825325abd,,,Wakashan languages,
wal,fafc34a9-fb5a-4f6a-9c12-ded5c1424527,,,Wolaitta; Wolaytta,
war,e9a7baca-740b-4e4b-a691-581186f5b023,,,Waray,
was,45230491-9319-4c3f-a7b2-f3e034f3186a,,,Washo,
wel (B),6753bf96-6991-46e1-9fae-2344df9b6cbb,,,Welsh,
cym (T),c8f440ab-9015-4025-b8a0-ef6efed40a84,,,,
wen,50cf30dd-ed19-43c6-a0f2-5e649959a46b,,,Sorbian languages,
wln,1d8deaef-d774-4ea9-9295-fb0558f8f175,,,Walloon,
wol,e8da4a42-bac5-4780-b1e5-363f6435d78e,,,Wolof,
xal,cc03f013-5765-4c43-bf5b-eb347af4d57d,,,Kalmyk; Oirat,
xho,3005c511-1b2c-47f0-a2ef-f84a40e2f6af,,,Xhosa,
yao,f001128e-e03b-41d4-98a8-23249a7f0169,,,Yao,
yap,ac2c25c5-e05a-437b-859f-758c8feb925a,,,Yapese,
yid,b0b7fe46-67de-4d7e-9342-c99833403d9f,,,Yiddish,
yor,65f2c5fd-a6a2-4c1b-be7c-26640c02ac49,,,Yoruba,
ypk,1ecf67ed-7880-4eac-9db4-06b985b7593a,,,Yupik languages,
zap,198a07ba-5f0f-4281-bd00-824b2189315c,,,Zapotec,
zbl,533aaadb-21f4-4cb1-aff0-9ae73f25f2ee,,,Blissymbols; Blissymbolics; Bliss,
zen,8f7a5a7c-70cc-4268-b54b-9cdcdaf8a9a9,,,Zenaga,
zgh,fdf089ac-c20c-43dd-b81e-fd3740a2bed3,,,Standard Moroccan Tamazight,
zha,1da8d36e-e24b-4d9f-9f13-29bddf9676ba,,,Zhuang; Chuang,
chi (B),00cb3432-6b93-4d69-9349-eafd3b73f105,,,Chinese,
zho (T),4a61ecd4-2b33-410b-85f6-b98cc538de08,,,,
znd,366694d2-4679-4f69-8e19-3920349bf081,,,Zande languages,
zul,cf7d834c-6835-4bff-9fb4-847c5248d9e3,,,Zulu,
zun,f072cac8-839c-4abb-a1c5-c58ff3a63cb3,,,Zuni,
zxx,fa42d869-c179-4a13-bf7f-f11fc0fd8300,,,No linguistic content; Not applicable,
zza,8144b9f3-4f9f-45c8-a16f-27acd69dd6da,,,Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki,
